BEVOEGD GEZAG NUMMER;GROEPERING;BEVOEGD GEZAG NAAM;JAAR;3.1.1 - RIJKSBIJDRAGEN OCW/EZ;3.1.1.1 - RIJKSBIJDRAGE OCW;3.1.1.2 - RIJKSBIJDRAGE EZ;3.1.2 - OVERIGE SUBSIDIES OCW/EZ;3.1.2.1 - OVERIGE SUBSIDIES OCW/EZ;3.1.2.1.1 - OVERIGE SUBSIDIES OCW;3.1.2.1.2 - GEOORMERKTE SUBSIDIES;3.1.2.2 - OVERIGE SUBSIDIES EZ;3.1.2.2.1 - OVERIGE SUBSIDIES EZ;3.1.2.2.2 - NIET-GEOORMERKTE SUBSIDIES;3.1.2.3.1 - TOEREKENING INVESTERINGSSUBSIDIES;3.1.3 - AF: INKOMENSOVERDRACHTEN;3.1.3.2 - DOORBETALINGEN RIJKSBIJDRAGE SWV;3.1.3T - INKOMENSOVERDRACHTEN;3.1.4 - ONTVANGEN DOORBETALINGEN RIJKSBIJDRAGE SWV;3.1.4.1 - ONTVANGEN DOORBETALINGEN RIJKSBIJDRAGE SWV;3.1T - RIJKSBIJDRAGEN;3.2.1 - PARTICIPATIEBUDGET;3.2.1.1 - BIJDRAGE EDUCATIE;3.2.1.3 - REÏNTEGRATIE;3.2.1.4 - INBURGERING;3.2.1T - PARTICIPATIEBUDGET;3.2.2 - OVERIGE OVERHEIDSBIJDRAGEN EN -SUBSIDIES;3.2T - OVERIGE OVERHEIDSBIJDRAGEN EN -SUBSIDIES
41814;PO4;Stg Primato;2011;11.213.801;11.213.801;;379.616;379.616;19.064;;;360.552;;;;;;;;11.593.417;376.503;376.503;;;376.503;;376.503
41814;PO4;Stg Primato;2012;11.126.024;11.126.024;;493.144;493.144;16.965;;;476.179;;;;;;;;11.619.168;386.477;386.477;;;386.477;;386.477
41814;PO4;Stg Primato;2013;11.122.598;11.122.598;;538.041;538.041;;;;538.041;;;;;;;;11.660.639;160.584;160.584;;;160.584;;160.584
41814;PO4;Stg Primato;2014;10.323.770;10.323.770;;769.493;769.493;;;;769.493;;;;;;198.855;198.855;11.292.118;170.680;170.680;;;170.680;;170.680
41814;PO4;Stg Primato;2015;11.586.946;11.586.946;;400.712;400.712;400.712;;;;;;;;;508.080;508.080;12.495.738;;;;;;159.411;159.411
41816;PO5;Stichting Op Kop;2011;12.354.681;12.354.681;;77.936;77.936;71.936;;;6.000;;;;;;;;12.432.617;;;;;;705.139;705.139
41816;PO5;Stichting Op Kop;2012;12.402.044;12.402.044;;37.603;37.603;20.780;;;16.823;;;;;;;;12.439.647;;;;;;651.979;651.979
41816;PO5;Stichting Op Kop;2013;12.175.515;12.175.515;;265.219;265.219;;;;265.219;;;;;;;;12.440.734;;;;;;477.955;477.955
41816;PO5;Stichting Op Kop;2014;11.828.178;11.828.178;;;;;;;;;;;;;;;11.828.178;;;;;;433.472;433.472
41816;PO5;Stichting Op Kop;2015;11.057.090;11.057.090;;576.633;576.633;576.633;;;;;;;;;556.061;556.061;12.189.784;;;;;;92.482;92.482
41820;PO1;Stg Ede  Islamitisch Onderwijs;2011;1.003.827;1.003.827;;215.262;215.262;1.646;;;213.616;;;;;;;;1.219.089;;;;;;5.058;5.058
41820;PO1;Stg Ede  Islamitisch Onderwijs;2012;1.058.433;1.058.433;;238.129;238.129;;;;238.129;;;;;;;;1.296.562;;;;;;5.640;5.640
41820;PO1;Stg Ede  Islamitisch Onderwijs;2013;1.122.646;1.122.646;;294.805;294.805;;;;294.805;;;;;;;;1.417.451;;;;;;6.622;6.622
41820;PO1;Stg Ede  Islamitisch Onderwijs;2014;1.243.229;1.243.229;;261.342;261.342;261.342;;;;;;;;;;;1.504.571;;;;;;7.014;7.014
41820;PO1;Stg Ede  Islamitisch Onderwijs;2015;1.739.244;1.739.244;;294.391;294.391;294.391;;;;;;;;;51.190;51.190;2.084.825;;;;;;30.445;30.445
41821;REC;Stichting Alterius;2011;8.839.253;8.839.253;;;;;;;;;;;;;;;8.839.253;;;;;;104.772;104.772
41821;REC;Stichting Alterius;2012;8.905.526;8.905.526;;;;;;;;;;;;;;;8.905.526;;;;;;77.356;77.356
41821;REC;Stichting Alterius;2013;9.600.385;9.600.385;;;;;;;;;;;;;;;9.600.385;;;;;;243.953;243.953
41821;REC;Stichting Alterius;2014;9.970.128;9.970.128;;;;;;;;;;;;;;;9.970.128;;;;;;210.849;210.849
41821;REC;Stichting Alterius;2015;9.551.389;9.551.389;;;;;;;;;;;;;589.055;589.055;10.140.444;;;;;;200.576;200.576
41825;PO1;Ver th Verstr Chr Onderwijs;2011;879.050;879.050;;58.612;58.612;3.185;;;55.427;;;;;;;;937.662;;;;;;7.170;7.170
41825;PO1;Ver th Verstr Chr Onderwijs;2012;848.544;848.544;;67.187;67.187;;;;67.187;;;;;;;;915.731;;;;;;6.278;6.278
41825;PO1;Ver th Verstr Chr Onderwijs;2013;890.299;890.299;;57.263;57.263;;;;57.263;;;;;;;;947.562;;;;;;5.563;5.563
41825;PO1;Ver th Verstr Chr Onderwijs;2014;889.383;889.383;;45.358;45.358;45.358;;;;;;;;;14.550;;949.291;;;;;;2.750;2.750
41825;PO1;Ver th Verstr Chr Onderwijs;2015;993.840;993.840;;27.855;27.855;27.855;;;;;;;;;53.335;53.335;1.075.030;;;;;;8.675;8.675
41827;PO3;Stg SmdB in de Betuwe;2011;3.892.696;3.892.696;;233.479;233.479;25.824;;;207.655;;;;;;;;4.126.175;;;;;;22.782;22.782
41827;PO3;Stg SmdB in de Betuwe;2012;3.891.419;3.891.419;;246.608;246.608;1.000;;;245.608;;;;;;;;4.138.027;;;;;;12.704;12.704
41827;PO3;Stg SmdB in de Betuwe;2013;4.169.894;4.169.894;;231.403;231.403;2.172;;;229.231;;;;;;;;4.401.297;;;;;;10.523;10.523
41827;PO3;Stg SmdB in de Betuwe;2014;4.201.764;4.201.764;;;;;;;;;;;;;64.747;;4.266.511;1.000;1.000;;;1.000;10.851;11.851
41827;PO3;Stg SmdB in de Betuwe;2015;4.229.206;4.229.206;;94.893;94.893;94.893;;;;;;;;;161.782;161.782;4.485.881;;;;;;10.181;10.181
41829;PO1;Stg Openbaar PO Wassenaar;2011;1.609.163;1.609.163;;18.799;18.799;;;;18.799;;;;;;;;1.627.962;;;;;;87.659;87.659
41829;PO1;Stg Openbaar PO Wassenaar;2012;1.577.109;1.577.109;;50.563;50.563;;;;50.563;;;;;;;;1.627.672;;;;;;96.248;96.248
41829;PO1;Stg Openbaar PO Wassenaar;2013;1.561.456;1.561.456;;129.587;129.587;;;;129.587;;;;;;;;1.691.043;;;;;;35.381;35.381
41829;PO1;Stg Openbaar PO Wassenaar;2014;1.679.867;1.679.867;;;;;;;;;;;;;19.780;;1.699.647;;;;;;13.195;13.195
41829;PO1;Stg Openbaar PO Wassenaar;2015;1.245.823;1.245.823;;532.663;532.663;532.663;;;;;;;;;;;1.778.486;;;;;;207.020;207.020
41841;PO3;Stichting Schooltij;2011;3.277.673;3.277.673;;;;;;;;;;;;;;;3.277.673;;;;;;218.738;218.738
41841;PO3;Stichting Schooltij;2012;3.222.366;3.222.366;;;;;;;;;;;;;;;3.222.366;;;;;;298.428;298.428
41841;PO3;Stichting Schooltij;2013;3.372.999;3.372.999;;;;;;;;;;;;;;;3.372.999;;;;;;176.190;176.190
41841;PO3;Stichting Schooltij;2014;2.900.781;2.900.781;;338.283;338.283;338.283;;;;;;;;;31.092;31.092;3.270.156;;;;;;95.034;95.034
41841;PO3;Stichting Schooltij;2015;3.167.480;3.167.480;;;;;;;;;;;;;50.528;50.528;3.218.008;;;;;;95.505;95.505
41842;PO4;OCTHO;2011;5.033.521;5.033.521;;36.755;36.755;12.919;;;23.836;;;;;;;;5.070.276;;;;;;204.096;204.096
41842;PO4;OCTHO;2012;5.021.469;5.021.469;;28.052;28.052;12.158;;;15.894;;;;;;;;5.049.521;;;;;;204.096;204.096
41842;PO4;OCTHO;2013;5.199.150;5.199.150;;2.271;2.271;;;;2.271;;;;;;;;5.201.421;;;;;;204.096;204.096
41842;PO4;OCTHO;2014;4.831.439;4.831.439;;164.997;164.997;164.997;;;;;;;;;31.655;;5.028.091;;;;;;5.043;5.043
41842;PO4;OCTHO;2015;4.866.170;4.866.170;;206.322;206.322;206.322;;;;;;;;;69.771;69.771;5.142.263;;;;;;;
41843;PO1;PriMa;2011;1.164.951;1.164.951;;167.169;167.169;;;;167.169;;;;;;;;1.332.120;;;;;;98.543;98.543
41843;PO1;PriMa;2012;1.218.774;1.218.774;;176.921;176.921;500;;;176.421;;;;;;;;1.395.695;;;;;;129.211;129.211
41843;PO1;PriMa;2013;1.347.900;1.347.900;;166.719;166.719;;;;166.719;;;;;;;;1.514.619;;;;;;85.574;85.574
41843;PO1;PriMa;2014;1.413.037;1.413.037;;55.617;55.617;55.617;;;;;;;;;22.865;22.865;1.491.519;;;;;;29.203;29.203
41843;PO1;PriMa;2015;1.414.512;1.414.512;;66.879;66.879;66.879;;;;;;;;;65.176;65.176;1.546.567;;;;;;14.623;14.623
41844;PO1;Stg Openbare Bs de Regenboog;2011;1.354.946;1.354.946;;2.659;2.659;2.659;;;;;;;;;;;1.357.605;;;;;;61.284;61.284
41844;PO1;Stg Openbare Bs de Regenboog;2012;1.309.940;1.309.940;;;;;;;;;;;;;;;1.309.940;;;;;;47.092;47.092
41844;PO1;Stg Openbare Bs de Regenboog;2013;1.331.680;1.331.680;;;;;;;;;;;;;;;1.331.680;;;;;;21.556;21.556
41844;PO1;Stg Openbare Bs de Regenboog;2014;1.146.656;1.146.656;;47.846;47.846;47.846;;;;;;;;;10.125;10.125;1.204.627;;;;;;2.465;2.465
41844;PO1;Stg Openbare Bs de Regenboog;2015;1.134.646;1.134.646;;23.740;23.740;23.740;;;;;;;;;42.108;42.108;1.200.494;;;;;;;
41845;PO5;VCO-Oost-Groningen;2011;13.165.887;13.165.887;;349.798;349.798;48.203;;;301.596;;;;;;;;13.515.685;780.852;780.852;;;780.852;21.918;802.770
41845;PO5;VCO-Oost-Groningen;2012;12.558.026;12.558.026;;1.026.910;1.026.910;13.023;;;1.013.887;;;;;;;;13.584.936;151.801;151.801;;;151.801;;151.801
41845;PO5;VCO-Oost-Groningen;2013;12.689.701;12.689.701;;1.105.579;1.105.579;;;;1.105.579;;;;;;;;13.795.280;121.832;121.832;;;121.832;;121.832
41845;PO5;VCO-Oost-Groningen;2014;12.231.831;12.231.831;;810.686;810.686;810.686;;;;;;;;;240.762;;13.283.279;;;;;;205.418;205.418
41845;PO5;VCO-Oost-Groningen;2015;12.368.948;12.368.948;;824.759;824.759;824.759;;;;;;;;;687.461;687.461;13.881.168;;;;;;106.226;106.226
41846;PO5;Stichting Westerwijs;2011;13.113.566;13.113.566;;97.034;97.034;38.262;;;58.772;;;;;;;;13.210.600;;;;;;1.080.729;1.080.729
41846;PO5;Stichting Westerwijs;2012;13.179.663;13.179.663;;29.347;29.347;;;;29.347;;;;;;;;13.209.010;;;;;;2.043.342;2.043.342
41846;PO5;Stichting Westerwijs;2013;13.071.429;13.071.429;;;;;;;;;;;;;;;13.071.429;;;;;;665.632;665.632
41846;PO5;Stichting Westerwijs;2014;11.154.250;11.154.250;;652.081;652.081;652.081;;;;;;;;;140.967;140.967;11.947.298;;;;;;187.923;187.923
41846;PO5;Stichting Westerwijs;2015;10.861.207;10.861.207;;528.939;528.939;528.939;;;;;;;;;407.958;407.958;11.798.104;;;;;;347.043;347.043
