BEVOEGD GEZAG NUMMER;GROEPERING;BEVOEGD GEZAG NAAM;JAAR;1.1 - IMMATERIËLE VASTE ACTIVA;1.2 - MATERIËLE VASTE ACTIVA;1.3 - FINANCIËLE VASTE ACTIVA;1.4 - VOORRADEN;1.5 - VORDERINGEN;1.6 - EFFECTEN;1.7 - LIQUIDE MIDDELEN;2.1 - EIGEN VERMOGEN;2.2 - VOORZIENINGEN;2.3 - LANGLOPENDE SCHULDEN;2.4 - KORTLOPENDE SCHULDEN;TA - TOTAAL ACTIVA;TP - TOTAAL PASSIVA;TVA - TOTAAL VASTE ACTIVA;TVLA - TOTAAL VLOTTENDE ACTIVA
32216;REC;Stichting Entrea;2013;;1.440.144;;;563.280;;1.320.790;1.951.103;174.719;;1.198.392;3.324.214;3.324.214;1.440.144;1.884.070
32216;REC;Stichting Entrea;2014;;1.482.436;;;701.316;;761.179;1.780.432;168.107;;996.392;2.944.931;2.944.931;1.482.436;1.462.495
32216;REC;Stichting Entrea;2015;;1.538.927;;;733.551;;563.867;1.789.978;88.003;;958.364;2.836.345;2.836.345;1.538.927;1.297.418
32515;PO1;Christelijk BSO;2011;;182.349;;;102.881;;729.948;718.990;164.170;;132.018;1.015.178;1.015.178;182.349;832.829
32515;PO1;Christelijk BSO;2012;;185.584;;;96.465;;736.204;725.959;148.809;;143.485;1.018.253;1.018.253;185.584;832.669
32515;PO1;Christelijk BSO;2013;;162.168;;;102.939;;750.587;728.880;147.385;;139.429;1.015.694;1.015.694;162.168;853.526
32515;PO1;Christelijk BSO;2014;;131.980;;;96.962;;768.634;711.139;150.215;;136.222;997.576;997.576;131.980;865.596
32515;PO1;Christelijk BSO;2015;;126.354;;;131.888;;687.254;574.977;175.851;;194.668;945.496;945.496;126.354;819.142
32580;PO5;Zicht Primair Onderwijs;2011;;1.613.421;;;1.116.207;;4.069.651;4.215.276;1.055.764;;1.528.239;6.799.279;6.799.279;1.613.421;5.185.858
32580;PO5;Zicht Primair Onderwijs;2012;;1.575.115;;;909.157;;4.464.123;4.584.290;943.234;;1.420.870;6.948.395;6.948.394;1.575.115;5.373.280
32580;PO5;Zicht Primair Onderwijs;2013;;1.606.244;;;1.373.811;;5.454.562;5.650.009;856.663;;1.927.946;8.434.617;8.434.618;1.606.244;6.828.373
32580;PO5;Zicht Primair Onderwijs;2014;;2.279.554;;;1.409.581;;3.491.723;4.617.678;621.972;;1.941.211;7.180.858;7.180.861;2.279.554;4.901.304
32580;PO5;Zicht Primair Onderwijs;2015;;1.815.000;175.000;;944.000;;4.162.000;4.269.000;922.000;;1.905.000;7.096.000;7.096.000;1.990.000;5.106.000
32631;PO1;Ver Stg Insth Sch md B;2011;;145.345;;;37.387;;320.831;426.201;8.404;;68.959;503.563;503.564;145.345;358.218
32631;PO1;Ver Stg Insth Sch md B;2012;;141.526;;;36.565;;308.491;424.270;6.183;;56.132;486.582;486.585;141.526;345.056
32631;PO1;Ver Stg Insth Sch md B;2013;;143.664;;;35.172;;348.221;459.834;7.057;;60.169;527.057;527.060;143.664;383.393
32631;PO1;Ver Stg Insth Sch md B;2014;;160.488;;;40.792;;325.677;469.722;7.356;;49.882;526.957;526.960;160.488;366.469
32631;PO1;Ver Stg Insth Sch md B;2015;;173.788;;;50.162;;378.563;468.002;71.918;;62.593;602.513;602.513;173.788;428.725
32813;PO1;Chr Sch Ver Obadja;2011;;56.753;136.425;;58.966;;148.600;302.746;27.050;;70.948;400.744;400.744;193.178;207.566
32813;PO1;Chr Sch Ver Obadja;2012;;54.183;133.750;;43.341;;343.887;346.903;26.699;;201.559;575.161;575.161;187.933;387.228
32813;PO1;Chr Sch Ver Obadja;2013;;44.491;133.750;;37.440;;402.258;425.160;26.691;;166.088;617.939;617.939;178.241;439.698
32813;PO1;Chr Sch Ver Obadja;2014;;75.106;136.426;;98.645;;267.872;482.239;27.843;;67.967;578.049;578.049;211.532;366.517
32813;PO1;Chr Sch Ver Obadja;2015;;73.714;149.238;;101.301;;238.719;450.555;38.056;;74.361;562.972;562.972;222.952;340.020
33034;PO1;Ver Eben Haezer Chr Sch;2011;;289.578;;;66.970;;503.320;732.875;46.547;;80.446;859.868;859.868;289.578;570.290
33034;PO1;Ver Eben Haezer Chr Sch;2012;;356.106;;;55.879;;432.358;720.885;21.976;;101.482;844.343;844.343;356.106;488.237
33034;PO1;Ver Eben Haezer Chr Sch;2013;;338.585;;;48.521;;495.619;755.250;39.883;;87.592;882.725;882.725;338.585;544.140
33034;PO1;Ver Eben Haezer Chr Sch;2014;;418.779;;;67.226;;428.108;787.496;42.029;;84.587;914.113;914.112;418.779;495.334
33034;PO1;Ver Eben Haezer Chr Sch;2015;;461.425;;;60.309;;449.450;820.178;62.272;;88.734;971.184;971.184;461.425;509.759
33151;PO1;Edese Sch Ver;2011;;176.156;;;127.051;;438.985;486.925;152.183;;103.085;742.192;742.193;176.156;566.036
33151;PO1;Edese Sch Ver;2012;;192.895;;;138.588;;440.290;475.827;159.097;;136.847;771.773;771.771;192.895;578.878
33151;PO1;Edese Sch Ver;2013;;248.580;;;115.648;;431.245;527.250;175.743;;92.480;795.473;795.473;248.580;546.893
33151;PO1;Edese Sch Ver;2014;;290.455;;;136.999;;366.639;529.132;162.230;;102.730;794.093;794.092;290.455;503.638
33151;PO1;Edese Sch Ver;2015;;332.425;;;78.316;;420.939;529.953;196.638;;105.089;831.680;831.680;332.425;499.255
33268;PO1;Sch Ver Agatha Snellen;2011;1.845;78.227;;;21.926;;106.995;66.942;11.326;;130.725;208.993;208.993;80.072;128.921
33268;PO1;Sch Ver Agatha Snellen;2012;1.833;86.394;;;56.497;;94.873;79.675;44.884;;115.038;239.597;239.597;88.227;151.370
33268;PO1;Sch Ver Agatha Snellen;2013;1.221;74.058;;;63.255;;151.160;126.962;46.449;;116.283;289.694;289.694;75.279;214.415
33268;PO1;Sch Ver Agatha Snellen;2014;401;104.811;;;70.175;;121.821;159.965;40.959;;96.284;297.208;297.208;105.212;191.996
33268;PO1;Sch Ver Agatha Snellen;2015;1.507;109.571;;;79.973;;165.443;166.870;70.786;;118.838;356.494;356.494;111.078;245.416
33424;PO1;Stg Muziekinst St Bavo;2011;;544.985;249.700;10.627;49.370;;209.588;142.703;6.069;769.700;145.798;1.064.270;1.064.270;794.685;269.585
33424;PO1;Stg Muziekinst St Bavo;2012;;545.956;227.000;9.146;41.688;;207.656;170.663;6.807;747.000;106.976;1.031.446;1.031.446;772.956;258.490
33424;PO1;Stg Muziekinst St Bavo;2013;;547.367;204.300;6.299;44.853;;177.993;160.480;12.419;724.300;83.613;980.812;980.812;751.667;229.145
33424;PO1;Stg Muziekinst St Bavo;2014;;542.918;181.600;4.159;42.620;;186.021;156.134;28.810;701.600;70.774;957.318;957.318;724.518;232.800
33424;PO1;Stg Muziekinst St Bavo;2015;;540.238;158.900;5.721;41.411;;237.200;167.229;48.191;678.900;89.150;983.470;983.470;699.138;284.332
33645;PO1;Stg Insth Sch met Bijbel;2011;;217.674;150.000;;65.268;;363.047;650.219;64.182;;81.588;795.989;795.989;367.674;428.315
33645;PO1;Stg Insth Sch met Bijbel;2012;;206.890;;;231.986;;344.288;638.944;75.590;;68.630;783.164;783.164;206.890;576.274
33645;PO1;Stg Insth Sch met Bijbel;2013;;268.438;;;68.485;;460.541;646.832;75.986;;74.646;797.464;797.464;268.438;529.026
33645;PO1;Stg Insth Sch met Bijbel;2014;;279.221;;;78.033;;453.479;645.360;88.870;;76.503;810.733;810.733;279.221;531.512
33645;PO1;Stg Insth Sch met Bijbel;2015;;303.823;;;76.513;;487.978;708.335;81.434;;78.545;868.314;868.314;303.823;564.491
33853;PO1;Ver Chr Nationaal BO;2011;;150.600;;;60.867;;477.604;524.298;11.239;;153.536;689.071;689.073;150.600;538.471
33853;PO1;Ver Chr Nationaal BO;2012;;140.483;;;50.982;;616.716;548.098;9.480;;250.605;808.181;808.183;140.483;667.698
33853;PO1;Ver Chr Nationaal BO;2013;;127.587;;;57.517;;656.479;566.307;11.919;;263.357;841.583;841.583;127.587;713.996
33853;PO1;Ver Chr Nationaal BO;2014;;114.694;;;59.600;;687.048;594.765;12.439;;254.138;861.342;861.342;114.694;746.648
33853;PO1;Ver Chr Nationaal BO;2015;;128.827;;;50.062;;742.411;666.435;16.046;;238.820;921.300;921.301;128.827;792.473
33957;PO1;Dorpsschool Halle;2011;;63.778;;;54.937;;191.008;198.350;51.941;;59.432;309.723;309.723;63.778;245.945
33957;PO1;Dorpsschool Halle;2012;;68.908;;;40.314;;167.078;195.519;27.131;;53.650;276.300;276.300;68.908;207.392
33957;PO1;Dorpsschool Halle;2013;;66.778;;;44.088;;257.737;223.591;54.828;;90.184;368.603;368.603;66.778;301.825
33957;PO1;Dorpsschool Halle;2014;;82.319;;;51.771;;238.839;220.383;69.314;;83.233;372.929;372.930;82.319;290.610
33957;PO1;Dorpsschool Halle;2015;;76.483;;;70.031;;291.743;256.989;103.011;;78.257;438.257;438.257;76.483;361.774
34139;PO1;Stg Insth Sch md Bijbel;2011;;453.260;;;77.891;;465.997;796.743;47.027;;153.379;997.148;997.149;453.260;543.888
34139;PO1;Stg Insth Sch md Bijbel;2012;;460.974;;;95.238;;486.821;810.289;63.346;;169.398;1.043.033;1.043.033;460.974;582.059
34139;PO1;Stg Insth Sch md Bijbel;2013;;445.572;;;80.052;;637.630;872.941;87.864;;202.449;1.163.254;1.163.254;445.572;717.682
34139;PO1;Stg Insth Sch md Bijbel;2014;;432.228;75.000;;102.307;;485.794;818.567;107.702;;169.060;1.095.329;1.095.329;507.228;588.101
34139;PO1;Stg Insth Sch md Bijbel;2015;;425.527;67.500;;88.273;;604.583;838.267;130.896;;216.719;1.185.883;1.185.882;493.027;692.856
34230;PO1;Ver v BSO Gooiland;2011;;448.653;;;106.560;;214.115;262.708;212.946;;293.674;769.328;769.328;448.653;320.675
34230;PO1;Ver v BSO Gooiland;2012;;411.080;;;105.017;;256.810;294.822;257.412;;220.673;772.907;772.907;411.080;361.827
34230;PO1;Ver v BSO Gooiland;2013;;368.876;28.350;;97.317;;517.075;476.387;276.736;;258.495;1.011.618;1.011.618;397.226;614.392
34230;PO1;Ver v BSO Gooiland;2014;;420.583;28.350;;219.368;;373.903;493.343;237.151;;311.710;1.042.204;1.042.204;448.933;593.271
34230;PO1;Ver v BSO Gooiland;2015;;399.598;31.995;;223.351;;495.778;532.068;287.690;;330.964;1.150.722;1.150.722;431.593;719.129
34646;PO1;Zelfst Onderd GG Elspeet;2011;;134.831;100.000;;68.176;;555.430;580.497;146.304;;131.636;858.437;858.437;234.831;623.606
34646;PO1;Zelfst Onderd GG Elspeet;2012;;140.736;100.000;;46.165;;427.284;491.091;145.104;;77.990;714.185;714.185;240.736;473.449
34646;PO1;Zelfst Onderd GG Elspeet;2013;;152.664;100.000;;41.646;;451.760;505.060;160.151;;80.859;746.070;746.070;252.664;493.406
34646;PO1;Zelfst Onderd GG Elspeet;2014;;139.662;100.000;;63.221;;522.103;559.967;184.942;;80.077;824.986;824.986;239.662;585.324
34646;PO1;Zelfst Onderd GG Elspeet;2015;;140.585;100.000;;52.731;;567.499;582.974;188.609;;89.232;860.815;860.815;240.585;620.230
34711;PO1;Ver Stg Hei en Boeicop;2011;;184.827;;;33.306;;36.958;190.639;8.035;;56.417;255.091;255.091;184.827;70.264
34711;PO1;Ver Stg Hei en Boeicop;2012;;167.859;;;32.395;;63.681;201.792;5.244;;56.899;263.935;263.935;167.859;96.076
34711;PO1;Ver Stg Hei en Boeicop;2013;;151.532;;;31.402;;113.657;233.734;6.439;;56.418;296.591;296.591;151.532;145.059
34711;PO1;Ver Stg Hei en Boeicop;2014;;162.443;;;34.642;;113.691;249.267;6.825;;54.682;310.776;310.774;162.443;148.333
34711;PO1;Ver Stg Hei en Boeicop;2015;;145.047;;;30.036;;116.272;236.453;8.537;;46.365;291.355;291.355;145.047;146.308
34789;PO1;Ver v PC BO;2011;;54.590;;;34.451;;33.265;30.583;5.790;;85.932;122.306;122.305;54.590;67.716
34789;PO1;Ver v PC BO;2012;;54.285;;;69.621;;28.468;90.251;5.020;;57.100;152.374;152.371;54.285;98.089
34789;PO1;Ver v PC BO;2013;;55.969;;;32.334;;90.969;97.803;5.534;;75.933;179.272;179.270;55.969;123.303
34789;PO1;Ver v PC BO;2014;;60.954;;;67.782;;54.094;100.341;1.519;;80.968;182.830;182.828;60.954;121.876
34789;PO1;Ver v PC BO;2015;;56.794;;;36.300;;109.276;125.900;2.987;;73.483;202.370;202.370;56.794;145.576
34893;PO1;Ver School met de Bijbel;2011;;90.692;;;58.896;;470.786;522.910;15.265;;82.197;620.374;620.372;90.692;529.682
34893;PO1;Ver School met de Bijbel;2012;;95.658;;;50.870;;487.933;508.783;18.552;;107.126;634.461;634.461;95.658;538.803
34893;PO1;Ver School met de Bijbel;2013;;90.368;;;56.042;;537.708;594.853;12.339;;76.926;684.118;684.118;90.368;593.750
34893;PO1;Ver School met de Bijbel;2014;;94.049;;;66.673;;554.050;616.575;11.474;;86.723;714.772;714.772;94.049;620.723
34893;PO1;Ver School met de Bijbel;2015;;139.163;;;59.971;;598.537;690.465;14.231;;92.973;797.671;797.669;139.163;658.508
34919;PO1;Stg tot het Verstr v BSO;2011;;872.493;;;132.914;;1.290.120;1.943.589;89.774;9.746;252.418;2.295.527;2.295.527;872.493;1.423.034
34919;PO1;Stg tot het Verstr v BSO;2012;;782.155;;;120.989;;1.388.403;1.931.516;93.266;9.121;257.642;2.291.547;2.291.545;782.155;1.509.392
34919;PO1;Stg tot het Verstr v BSO;2013;;703.794;;;121.458;;1.564.586;2.053.460;116.674;8.496;211.206;2.389.838;2.389.836;703.794;1.686.044
34919;PO1;Stg tot het Verstr v BSO;2014;;665.597;;;142.851;;1.491.460;2.008.027;85.923;7.871;198.087;2.299.908;2.299.908;665.597;1.634.311
34919;PO1;Stg tot het Verstr v BSO;2015;;616.050;;;134.102;;1.571.693;2.025.442;120.520;7.246;168.639;2.321.845;2.321.847;616.050;1.705.795
34932;PO1;Stichting School met de Bijbel;2011;;769.511;69.563;;116.430;;392.817;669.770;35.492;56.793;586.266;1.348.321;1.348.321;839.074;509.247
34932;PO1;Stichting School met de Bijbel;2012;;736.641;76.627;;155.923;;372.507;683.686;19.058;53.350;585.604;1.341.698;1.341.698;813.268;528.430
34932;PO1;Stichting School met de Bijbel;2013;;683.785;76.909;;125.671;;385.381;641.600;41.592;50.026;538.527;1.271.746;1.271.745;760.694;511.052
34932;PO1;Stichting School met de Bijbel;2014;;673.237;;;229.510;;227.658;625.518;31.957;;472.930;1.130.405;1.130.405;673.237;457.168
34932;PO1;Stichting School met de Bijbel;2015;;684.073;;;224.645;;454.766;827.620;49.826;;486.038;1.363.484;1.363.484;684.073;679.411
35218;PO1;Ver Chr Inst Gr v Pr;2011;;427.363;;;57.103;;608.684;984.337;14.852;;93.962;1.093.150;1.093.151;427.363;665.787
35218;PO1;Ver Chr Inst Gr v Pr;2012;;417.388;;;122.142;;610.302;1.028.303;25.267;;96.262;1.149.832;1.149.832;417.388;732.444
35218;PO1;Ver Chr Inst Gr v Pr;2013;;402.574;;;69.734;;728.920;1.064.572;29.648;;107.008;1.201.228;1.201.228;402.574;798.654
35218;PO1;Ver Chr Inst Gr v Pr;2014;;455.497;;;81.332;;713.177;1.102.240;26.085;;121.681;1.250.006;1.250.006;455.497;794.509
35218;PO1;Ver Chr Inst Gr v Pr;2015;;475.732;;;89.444;;746.504;1.126.466;74.374;;110.839;1.311.680;1.311.679;475.732;835.948
35297;PO1;Stg Rehobothschool;2011;;683.363;206.512;;91.284;;757.660;1.475.448;77.885;29.376;156.110;1.738.819;1.738.819;889.875;848.944
35297;PO1;Stg Rehobothschool;2012;;686.845;31.512;;94.353;;958.400;1.534.056;71.876;8.713;156.465;1.771.110;1.771.110;718.357;1.052.753
35297;PO1;Stg Rehobothschool;2013;;629.985;;;91.669;;1.124.673;1.621.624;57.665;;167.038;1.846.327;1.846.327;629.985;1.216.342
35297;PO1;Stg Rehobothschool;2014;;655.644;;;100.592;;1.091.613;1.635.716;63.067;;149.066;1.847.849;1.847.849;655.644;1.192.205
35297;PO1;Stg Rehobothschool;2015;;605.638;;;91.050;;1.126.813;1.591.080;64.460;;167.961;1.823.501;1.823.501;605.638;1.217.863
35466;PO4;Stg Sch v Chr Basisondw;2011;;1.212.454;117.070;;503.972;;1.949.941;2.383.172;433.435;1.924;964.906;3.783.437;3.783.437;1.329.524;2.453.913
35466;PO4;Stg Sch v Chr Basisondw;2012;;1.127.599;119.038;;675.331;;2.236.251;2.612.203;421.051;1.924;1.123.041;4.158.219;4.158.219;1.246.637;2.911.582
35466;PO4;Stg Sch v Chr Basisondw;2013;;1.133.341;109.445;;573.399;;2.585.735;2.954.197;429.444;1.593;1.016.686;4.401.920;4.401.920;1.242.786;3.159.134
35466;PO4;Stg Sch v Chr Basisondw;2014;;1.069.608;118.477;;853.824;;2.269.291;2.935.393;434.876;1.468;939.463;4.311.200;4.311.200;1.188.085;3.123.115
35466;PO4;Stg Sch v Chr Basisondw;2015;;1.140.124;118.166;;553.612;;1.787.874;2.471.240;248.793;1.343;878.399;3.599.776;3.599.775;1.258.290;2.341.486
35504;PO1;Leeuwarder Sch Ver;2011;;563.082;;;90.534;;349.361;642.530;61.311;;299.136;1.002.977;1.002.977;563.082;439.895
35504;PO1;Leeuwarder Sch Ver;2012;;558.591;;;176.420;;381.186;785.844;49.471;;280.883;1.116.197;1.116.198;558.591;557.606
35504;PO1;Leeuwarder Sch Ver;2013;;647.789;;;62.376;;378.138;699.476;43.819;;345.007;1.088.303;1.088.302;647.789;440.514
35504;PO1;Leeuwarder Sch Ver;2014;;624.605;;;78.751;;193.675;728.675;48.838;;119.518;897.031;897.031;624.605;272.426
35504;PO1;Leeuwarder Sch Ver;2015;;447.807;;;81.221;;753.932;1.074.167;89.985;;118.807;1.282.960;1.282.959;447.807;835.153
36063;PO1;Stg Insth Sch md Bijbel;2011;;80.744;;;31.727;;123.461;188.340;2.024;;45.568;235.932;235.932;80.744;155.188
36063;PO1;Stg Insth Sch md Bijbel;2012;;69.794;;;20.402;;158.810;181.404;2.003;;65.599;249.006;249.006;69.794;179.212
36063;PO1;Stg Insth Sch md Bijbel;2013;;61.812;;;24.947;;179.749;222.531;2.995;;40.982;266.508;266.508;61.812;204.696
36063;PO1;Stg Insth Sch md Bijbel;2014;;55.061;;;44.455;;201.675;261.844;4.014;;35.333;301.191;301.191;55.061;246.130
36063;PO1;Stg Insth Sch md Bijbel;2015;;53.886;;;175.411;;246.039;280.481;4.015;;190.840;475.336;475.336;53.886;421.450
36336;PO1;Stg Insth Sch md Bybel`;2011;;52.459;;;30.247;;110.246;136.878;6.295;;49.779;192.952;192.952;52.459;140.493
36336;PO1;Stg Insth Sch md Bybel`;2012;;46.292;;;33.635;;121.128;139.386;12.295;;49.374;201.055;201.055;46.292;154.763
36336;PO1;Stg Insth Sch md Bybel`;2013;;39.802;;;36.242;;168.961;170.888;18.208;;55.909;245.005;245.005;39.802;205.203
36336;PO1;Stg Insth Sch md Bybel`;2014;;36.588;;;49.459;;134.524;148.864;22.089;;49.618;220.571;220.571;36.588;183.983
36336;PO1;Stg Insth Sch md Bybel`;2015;;37.594;;;62.435;;112.266;133.065;22.482;;56.748;212.295;212.295;37.594;174.701
36349;PO1;PC Ond Wilhelm Sch;2011;;255.292;;;43.597;;323.366;526.745;7.499;;88.011;622.255;622.255;255.292;366.963
36349;PO1;PC Ond Wilhelm Sch;2012;;268.249;;;53.457;;339.582;552.589;7.435;;101.264;661.288;661.288;268.249;393.039
36349;PO1;PC Ond Wilhelm Sch;2013;;253.867;;;49.980;;443.087;656.004;7.890;;83.040;746.934;746.934;253.867;493.067
36349;PO1;PC Ond Wilhelm Sch;2014;;391.707;;;73.046;;299.005;672.328;8.899;;82.531;763.758;763.758;391.707;372.051
36349;PO1;PC Ond Wilhelm Sch;2015;;364.812;;;67.524;;395.882;582.982;158.663;;86.573;828.218;828.218;364.812;463.406
36440;PO1;Stg Alg Bijz BS Comenius;2011;;63.050;109.057;;53.147;;202.585;302.616;8.948;;116.275;427.839;427.839;172.107;255.732
36440;PO1;Stg Alg Bijz BS Comenius;2012;;51.983;108.816;;53.023;;216.630;251.402;11.137;;167.913;430.452;430.452;160.799;269.653
36440;PO1;Stg Alg Bijz BS Comenius;2013;;41.804;;;81.450;;368.204;300.501;8.383;;182.574;491.458;491.458;41.804;449.654
36440;PO1;Stg Alg Bijz BS Comenius;2014;;81.055;;;47.101;;363.320;311.203;9.702;;170.571;491.476;491.476;81.055;410.421
36440;PO1;Stg Alg Bijz BS Comenius;2015;;252.113;;;77.710;;110.225;355.983;10.027;;74.038;440.048;440.048;252.113;187.935
36479;PO3;Ver Stg Insth v Cns;2011;;531.019;;;252.033;;1.753.532;1.501.780;179.595;15.875;839.334;2.536.584;2.536.584;531.019;2.005.565
36479;PO3;Ver Stg Insth v Cns;2012;;544.309;;;288.195;;1.718.772;1.623.396;199.258;21.598;707.024;2.551.276;2.551.276;544.309;2.006.967
36479;PO3;Ver Stg Insth v Cns;2013;;558.604;;;295.795;;2.133.687;1.856.112;256.263;19.665;856.048;2.988.086;2.988.088;558.604;2.429.482
36479;PO3;Ver Stg Insth v Cns;2014;;585.227;;;316.134;;1.998.289;1.926.362;323.895;17.787;631.606;2.899.650;2.899.650;585.227;2.314.423
36479;PO3;Ver Stg Insth v Cns;2015;;521.389;;;337.885;;2.442.781;2.054.706;529.209;;718.140;3.302.055;3.302.055;521.389;2.780.666
36700;REC;Stg de Hoenderloo Groep;2011;;733.481;;;1.947.615;;82.362;51.112;11.400;;2.700.946;2.763.458;2.763.458;733.481;2.029.977
36700;REC;Stg de Hoenderloo Groep;2012;;633.618;;;893.315;;177.408;450.866;17.719;;1.235.756;1.704.341;1.704.341;633.618;1.070.723
36700;REC;Stg de Hoenderloo Groep;2013;;516.299;;;404.150;;473.638;735.984;17.536;;640.567;1.394.087;1.394.087;516.299;877.788
36700;REC;Stg de Hoenderloo Groep;2014;;394.977;;;218.172;;764.974;814.187;16.202;;547.734;1.378.123;1.378.123;394.977;983.146
36700;REC;Stg de Hoenderloo Groep;2015;;490.961;;;1.452.149;;34.335;838.501;219.611;;919.333;1.977.445;1.977.445;490.961;1.486.484
36739;PO1;Ver v Voorbereidend Ond;2011;;246.379;;;72.934;;250.797;393.050;58.501;;118.559;570.110;570.110;246.379;323.731
36739;PO1;Ver v Voorbereidend Ond;2012;;246.961;;;95.216;;250.760;392.273;47.900;;152.764;592.937;592.937;246.961;345.976
36739;PO1;Ver v Voorbereidend Ond;2013;;237.513;;;81.726;;318.580;414.491;54.515;;168.813;637.819;637.819;237.513;400.306
36739;PO1;Ver v Voorbereidend Ond;2014;;228.312;;;88.253;;302.822;412.109;53.225;;154.053;619.387;619.387;228.312;391.075
36739;PO1;Ver v Voorbereidend Ond;2015;;229.064;;;84.117;;401.248;476.006;83.376;;155.047;714.429;714.429;229.064;485.365
36778;PO1;Ver Stg Insth Chr School;2011;;207.432;;;30.618;;378.412;561.376;4.772;;50.314;616.462;616.462;207.432;409.030
36778;PO1;Ver Stg Insth Chr School;2012;;207.352;;;36.198;;395.704;554.922;5.197;;79.135;639.254;639.254;207.352;431.902
36778;PO1;Ver Stg Insth Chr School;2013;;188.129;;;36.671;;445.306;587.880;18.695;;63.531;670.106;670.106;188.129;481.977
36778;PO1;Ver Stg Insth Chr School;2014;;184.258;;;59.693;;402.027;559.840;5.177;;80.961;645.978;645.978;184.258;461.720
36778;PO1;Ver Stg Insth Chr School;2015;;204.988;;;32.454;;417.497;600.416;2.556;;51.967;654.939;654.939;204.988;449.951
36817;PO1;Ver Montessorisch;2011;;260.543;;;106.554;;475.207;532.459;227.629;;82.217;842.304;842.305;260.543;581.761
36817;PO1;Ver Montessorisch;2012;;264.876;;;105.557;;487.945;567.813;195.875;;94.691;858.378;858.379;264.876;593.502
36817;PO1;Ver Montessorisch;2013;;269.609;;;84.181;;502.401;585.048;176.960;;94.183;856.191;856.191;269.609;586.582
36817;PO1;Ver Montessorisch;2014;;309.292;;;92.724;;353.345;537.838;129.477;;88.046;755.361;755.361;309.292;446.069
36817;PO1;Ver Montessorisch;2015;;287.169;;;69.701;;362.270;494.182;145.490;;79.468;719.140;719.140;287.169;431.971
36831;PO1;Ver v Chr Nat Sch Ond;2011;;56.920;;;78.947;;225.904;225.715;15.013;;121.043;361.771;361.771;56.920;304.851
36831;PO1;Ver v Chr Nat Sch Ond;2012;;71.955;;;75.435;;231.156;243.385;16.060;;119.101;378.546;378.546;71.955;306.591
36831;PO1;Ver v Chr Nat Sch Ond;2013;;66.922;;;88.280;;304.445;336.660;16.272;;106.715;459.647;459.647;66.922;392.725
36831;PO1;Ver v Chr Nat Sch Ond;2014;;62.082;;;84.658;;316.133;340.468;18.459;;103.946;462.873;462.873;62.082;400.791
36831;PO1;Ver v Chr Nat Sch Ond;2015;;55.620;;;83.100;;353.943;370.033;15.658;;106.972;492.663;492.663;55.620;437.043
36908;PO1;Ver tot het Verstr v Ond;2011;;332.613;;;145.843;;815.607;936.493;135.062;45.378;177.130;1.294.063;1.294.063;332.613;961.450
36908;PO1;Ver tot het Verstr v Ond;2012;;326.911;;;162.036;;858.387;969.423;146.848;45.378;185.685;1.347.334;1.347.334;326.911;1.020.423
36908;PO1;Ver tot het Verstr v Ond;2013;;335.115;;;108.582;;1.042.045;1.130.778;155.966;45.378;153.620;1.485.742;1.485.742;335.115;1.150.627
36908;PO1;Ver tot het Verstr v Ond;2014;;456.463;;;144.460;;979.852;1.227.565;168.802;45.378;139.030;1.580.775;1.580.775;456.463;1.124.312
36908;PO1;Ver tot het Verstr v Ond;2015;;458.793;;;118.137;;1.093.278;1.272.329;165.257;45.378;187.244;1.670.208;1.670.208;458.793;1.211.415
37012;PO1;Neutr Sch Ver Noord eo;2011;;27.875;;;26.649;;155.618;148.394;7.414;;54.334;210.142;210.142;27.875;182.267
37012;PO1;Neutr Sch Ver Noord eo;2012;;38.863;;;31.628;;107.065;116.766;13.863;;46.927;177.556;177.556;38.863;138.693
37012;PO1;Neutr Sch Ver Noord eo;2013;;38.385;;;32.606;;83.970;93.124;13.049;;48.788;154.961;154.961;38.385;116.576
37012;PO1;Neutr Sch Ver Noord eo;2014;;32.277;;;38.568;;104.042;100.821;22.901;;51.165;174.887;174.887;32.277;142.610
37012;PO1;Neutr Sch Ver Noord eo;2015;;22.589;;;20.132;;114.639;83.569;34.179;;39.612;157.360;157.360;22.589;134.771
