WPO (BAO);Peildatum:;1-10-2016;Bijgewerkt tot:;15-10-2016;;;Actieve inschrijvingen;;;;;;;waarvan bekostigd;;;;;;;waarvan niet bekostigd;;;;;;
BRIN_NUMMER;VESTIGINGSNUMMER;NAAM_INSTELLING;GEMEENTENAAM;PROVINCIE;SWV;BEVOEGD_GEZAG_NUMMER;TOTAAL;TOTAAL_JONGER_8;TOTAAL_8_EO;TOTAAL_GEW00;TOTAAL_GEW03;TOTAAL_GEW12;TOTAAL_NOAT;TOTAAL_BEKOSTIGD;BEK_JONGER_8;BEK_8_EO;BEK_GEW00;BEK_GEW03;BEK_GEW12;BEK_NOAT;TOTAAL_NIET_BEKOSTIGD;NIETBEK_JONGER_8;NIETBEK_8_EO;NIETBEK_GEW00;NIETBEK_GEW03;NIETBEK_GEW12;NIETBEK_NOAT
03KT;0;De Planthof;NOORDOOSTPOLDER;Flevoland;PO2402;41632;142;62;80;140;2;0;2;142;62;80;140;2;0;2;0;0;0;0;0;0;0
03KV;0;Basisschool Dr A Comrie;REIMERSWAAL;Zeeland;PO0001;29473;269;149;120;221;47;1;0;269;149;120;221;47;1;0;0;0;0;0;0;0;0
03KW;0;Basisschool Comenius;ZEIST;Utrecht;PO2603;29577;373;189;184;370;1;2;7;373;189;184;370;1;2;7;0;0;0;0;0;0;0
03KX;0;PC BS De Fontein;TEXEL;Noord-Holland;PO2701;79874;160;72;88;151;8;1;11;160;72;88;151;8;1;11;0;0;0;0;0;0;0
03LA;0;Sint-Petrusschool;DIEMEN;Noord-Holland;PO2707;29863;212;102;110;199;6;7;49;212;102;110;199;6;7;49;0;0;0;0;0;0;0
03LC;0;Chr Basissch De Fontein;COEVORDEN;Drenthe;PO2304;41052;72;33;39;72;0;0;0;72;33;39;72;0;0;0;0;0;0;0;0;0;0
03LD;0;Basisschool Neel;ROERMOND;Limburg;PO3102;41692;280;124;156;247;25;8;51;280;124;156;247;25;8;51;0;0;0;0;0;0;0
03LE;0;Basissch De Steenen Brug;ROERMOND;Limburg;PO3102;41692;174;95;79;165;5;4;35;174;95;79;165;5;4;35;0;0;0;0;0;0;0
03LK;0;De Oersprong;OUDE IJSSELSTREEK;Gelderland;PO2503;50129;323;147;176;241;51;31;36;322;147;175;241;51;30;36;1;0;1;0;0;1;0
03LN;0;Wittenberg-school;SCHERPENZEEL;Gelderland;PO0001;31189;425;217;208;410;15;0;0;425;217;208;410;15;0;0;0;0;0;0;0;0;0
03LQ;0;Ds Joannes Beukelmansch;ALBLASSERDAM;Zuid-Holland;PO0001;31077;593;300;293;516;77;0;0;593;300;293;516;77;0;0;0;0;0;0;0;0;0
03LR;0;CBS Remmelt Booy;GROOTEGAST;Groningen;PO2001;41571;79;45;34;77;2;0;0;79;45;34;77;2;0;0;0;0;0;0;0;0;0
03LS;0;Klim Op School;RIJSSEN-HOLTEN;Overijssel;PO2301;68836;210;101;109;196;12;2;7;210;101;109;196;12;2;7;0;0;0;0;0;0;0
03LT;0;St Nicolaasschool;NIJMEGEN;Gelderland;PO2507;47100;293;165;128;290;3;0;18;293;165;128;290;3;0;18;0;0;0;0;0;0;0
03LX;0;Bs Drie Koningen;UTRECHT;Utrecht;PO2601;32099;647;316;331;641;6;0;53;647;316;331;641;6;0;53;0;0;0;0;0;0;0
03LY;0;RK BS Laurentius;BREDA;Noord-Brabant;PO3003;32203;804;392;412;803;0;1;0;804;392;412;803;0;1;0;0;0;0;0;0;0;0
03MA;0;Basissch Klimop;OSS;Noord-Brabant;PO3006;48348;87;39;48;76;9;2;2;87;39;48;76;9;2;2;0;0;0;0;0;0;0
03MF;0;Basisschool Rehoboth;APELDOORN;Gelderland;PO0001;35297;310;129;181;278;32;0;0;310;129;181;278;32;0;0;0;0;0;0;0;0;0
03MH;0;Petrus en Paulus School;VEGHEL;Noord-Brabant;PO3006;73712;93;44;49;91;2;0;0;93;44;49;91;2;0;0;0;0;0;0;0;0;0
03MI;0;Martin Luther Kingschool;DE BILT;Utrecht;PO2603;41794;193;90;103;188;5;0;1;193;90;103;188;5;0;1;0;0;0;0;0;0;0
03MJ;0;Eben-Haëzerschool;UTRECHT;Utrecht;PO0001;41534;108;55;53;106;0;2;1;108;55;53;106;0;2;1;0;0;0;0;0;0;0
03MK;0;Basisschool Berkeloo;TILBURG;Noord-Brabant;PO3004;40971;451;176;275;447;3;1;8;451;176;275;447;3;1;8;0;0;0;0;0;0;0
03ML;0;Chr Nationale Basissch;STAPHORST;Overijssel;PO2203;36831;288;151;137;255;30;3;5;288;151;137;255;30;3;5;0;0;0;0;0;0;0
03MO;0;RK Bs Sint Marie;WOENSDRECHT;Noord-Brabant;PO3001;40517;135;64;71;126;1;8;9;135;64;71;126;1;8;9;0;0;0;0;0;0;0
03MQ;0;Maria Goretti;GENNEP;Limburg;PO3101;37663;111;50;61;92;6;13;41;111;50;61;92;6;13;41;0;0;0;0;0;0;0
03MR;0;Kbs Weilust;BREDA;Noord-Brabant;PO3003;41407;468;227;241;439;21;8;58;466;226;240;437;21;8;58;2;1;1;2;0;0;0
03MT;0;Basissch Molenbolwerk;SLUIS;Zeeland;PO2903;37299;108;45;63;108;0;0;1;108;45;63;108;0;0;1;0;0;0;0;0;0;0
03MW;0;RK Bs Het Palet;BERGEN OP ZOOM;Noord-Brabant;PO3001;40517;96;45;51;79;10;7;46;96;45;51;79;10;7;46;0;0;0;0;0;0;0
03MX;0;Basisschool de Caleidoscoop;BRUNSSUM;Limburg;PO3106;41516;278;152;126;268;5;5;20;278;152;126;268;5;5;20;0;0;0;0;0;0;0
03NB;0;De Rozenhorst;ROTTERDAM;Zuid-Holland;PO2808;24597;319;147;172;277;31;11;47;319;147;172;277;31;11;47;0;0;0;0;0;0;0
03NC;0;Basisonderwijs Scharn;MAASTRICHT;Limburg;PO3105;41373;410;192;218;399;6;5;39;410;192;218;399;6;5;39;0;0;0;0;0;0;0
03NE;0;RK Basisschool Vinkenbos;RUCPHEN;Noord-Brabant;PO3002;31017;315;171;144;287;15;13;17;315;171;144;287;15;13;17;0;0;0;0;0;0;0
03NF;0;De Drie Vijvers;GENNEP;Limburg;PO3101;37663;213;111;102;210;0;3;5;213;111;102;210;0;3;5;0;0;0;0;0;0;0
03NH;0;RK Basissch St Jozef;SLUIS;Zeeland;PO2903;37299;31;15;16;29;2;0;3;31;15;16;29;2;0;3;0;0;0;0;0;0;0
03NI;0;De Tweemaster;HAARLEMMERMEER;Noord-Holland;PO2710;40775;319;151;168;306;10;3;16;319;151;168;306;10;3;16;0;0;0;0;0;0;0
03NJ;0;Aloysiusschool voor Bo;BLOEMENDAAL;Noord-Holland;PO2704;40775;230;119;111;230;0;0;1;230;119;111;230;0;0;1;0;0;0;0;0;0;0
03NN;0;RK BS De Driesprong;ALPHEN-CHAAM;Noord-Brabant;PO3003;32060;263;125;138;256;2;5;13;263;125;138;256;2;5;13;0;0;0;0;0;0;0
03NO;0;RK Basissch De Wegwijzer;ZUNDERT;Noord-Brabant;PO3003;78066;104;52;52;97;6;1;1;104;52;52;97;6;1;1;0;0;0;0;0;0;0
03NP;0;Basissch St Sebastianus;HELLENDOORN;Overijssel;PO2301;68836;188;91;97;177;8;3;0;188;91;97;177;8;3;0;0;0;0;0;0;0;0
03NQ;0;RK Bs De Reuzelaar;HALDERBERGE;Noord-Brabant;PO3002;31017;232;103;129;213;10;9;9;232;103;129;213;10;9;9;0;0;0;0;0;0;0
03NR;0;Basisschool De Oostvogel;HULST;Zeeland;PO2903;40803;64;29;35;59;0;5;9;64;29;35;59;0;5;9;0;0;0;0;0;0;0
03NT;0;RK Basissch De Regenboog;VOORSCHOTEN;Zuid-Holland;PO2801;41447;344;182;162;342;1;1;4;344;182;162;342;1;1;4;0;0;0;0;0;0;0
03NU;0;Talentencampus Venlo Basisondw;VENLO;Limburg;PO3101;41018;227;105;122;224;2;1;6;227;105;122;224;2;1;6;0;0;0;0;0;0;0
03NW;0;Kbs De Zandberg;BREDA;Noord-Brabant;PO3003;41407;756;366;390;754;0;2;31;756;366;390;754;0;2;31;0;0;0;0;0;0;0
03NX;0;Rk Bs Gerardus Majella;BODEGRAVEN-REEUWIJK;Zuid-Holland;PO2814;40765;15;5;10;13;1;1;2;15;5;10;13;1;1;2;0;0;0;0;0;0;0
03NY;0;RK Basissch St Antonius;NIEUWKOOP;Zuid-Holland;PO2813;40974;151;76;75;147;1;3;6;151;76;75;147;1;3;6;0;0;0;0;0;0;0
03NZ;0;RK Basissch D Krullevaar;KRIMPENERWAARD;Zuid-Holland;PO2814;40765;93;43;50;91;1;1;17;93;43;50;91;1;1;17;0;0;0;0;0;0;0
03OA;0;Basissch Petrus Dathenus;HILVERSUM;Noord-Holland;PO0001;38872;55;32;23;50;5;0;0;55;32;23;50;5;0;0;0;0;0;0;0;0;0
03OB;0;Basisschool Ummer Clumme;VOERENDAAL;Limburg;PO3106;41506;166;88;78;163;0;3;7;166;88;78;163;0;3;7;0;0;0;0;0;0;0
03OC;0;OEC De Welp;HOF VAN TWENTE;Overijssel;PO2302;27910;122;63;59;120;2;0;0;121;62;59;119;2;0;0;1;1;0;1;0;0;0
03OJ;0;Ds J Groenewegenschool;WERKENDAM;Noord-Brabant;PO0001;39275;570;256;314;539;29;2;0;570;256;314;539;29;2;0;0;0;0;0;0;0;0
03OK;0;BS De Zuidstroom;VENLO;Limburg;PO3101;41018;251;118;133;236;13;2;78;251;118;133;236;13;2;78;0;0;0;0;0;0;0
03OM;0;RK Bs De Berensprong;ROERDALEN;Limburg;PO3102;41692;287;146;141;275;8;4;22;287;146;141;275;8;4;22;0;0;0;0;0;0;0
03ON;0;St Gerardus Majella;HOOGEZAND-SAPPEMEER;Groningen;PO2001;45000;143;64;79;98;27;18;34;142;64;78;97;27;18;34;1;0;1;1;0;0;0
03OP;0;Basisschool St Oda;MAASTRICHT;Limburg;PO3105;41373;188;92;96;129;31;28;49;188;92;96;129;31;28;49;0;0;0;0;0;0;0
03OR;0;GBS De Sterrenpracht;TERNEUZEN;Zeeland;PO2903;41646;131;57;74;131;0;0;0;131;57;74;131;0;0;0;0;0;0;0;0;0;0
03OT;0;RK BSO De Meule;VENLO;Limburg;PO3101;41018;320;149;171;272;16;32;83;320;149;171;272;16;32;83;0;0;0;0;0;0;0
03OU;0;Ond Gemeenschap de Hoeve;NIJKERK;Gelderland;PO2509;39912;330;172;158;329;1;0;7;329;171;158;328;1;0;7;1;1;0;1;0;0;0
03PC;0;RK BS Teresia;WAALWIJK;Noord-Brabant;PO3010;71008;214;126;88;174;25;15;33;213;126;87;173;25;15;33;1;0;1;1;0;0;0
03PD;0;Basisschool De Octopus;ROERMOND;Limburg;PO3102;41692;333;172;161;313;17;3;20;333;172;161;313;17;3;20;0;0;0;0;0;0;0
03PF;0;Basisschool Bocholtz;SIMPELVELD;Limburg;PO3106;41516;334;166;168;318;12;4;9;334;166;168;318;12;4;9;0;0;0;0;0;0;0
03PH;0;RKBS De Kiem;KAAG EN BRAASSEM;Zuid-Holland;PO2801;40969;259;128;131;232;27;0;0;259;128;131;232;27;0;0;0;0;0;0;0;0;0
03PJ;0;Basissch St Joan;CRANENDONCK;Noord-Brabant;PO3009;31384;135;70;65;131;4;0;1;135;70;65;131;4;0;1;0;0;0;0;0;0;0
03PK;0;Basissch Sint Agnes;DONGEN;Noord-Brabant;PO3003;40672;87;43;44;83;4;0;0;87;43;44;83;4;0;0;0;0;0;0;0;0;0
03PL;0;RK Bs St Jozef;MOERDIJK;Noord-Brabant;PO3002;31017;74;30;44;73;1;0;1;74;30;44;73;1;0;1;0;0;0;0;0;0;0
03PM;0;RK Basissch De Wegwijzer;SINT-MICHIELSGESTEL;Noord-Brabant;PO3005;40848;201;88;113;196;5;0;9;201;88;113;196;5;0;9;0;0;0;0;0;0;0
03PN;0;Ter Doest;HULST;Zeeland;PO2903;40803;55;24;31;54;1;0;1;55;24;31;54;1;0;1;0;0;0;0;0;0;0
03PP;0;Bernadetteschool;LAARBEEK;Noord-Brabant;PO3008;40557;191;86;105;181;8;2;2;191;86;105;181;8;2;2;0;0;0;0;0;0;0
03PQ;0;Petrusschool;RIJSWIJK;Zuid-Holland;PO2815;40928;297;156;141;271;15;11;122;297;156;141;271;15;11;122;0;0;0;0;0;0;0
03PS;0;Montessori Landsmeer;LANDSMEER;Noord-Holland;PO2706;40586;228;114;114;226;2;0;13;228;114;114;226;2;0;13;0;0;0;0;0;0;0
03PV;0;Basisschool 't Kempke;ROERDALEN;Limburg;PO3102;41692;179;98;81;164;10;5;8;179;98;81;164;10;5;8;0;0;0;0;0;0;0
03PW;0;Basissch Maria;S HERTOGENBOSCH;Noord-Brabant;PO3005;41228;145;59;86;140;5;0;0;145;59;86;140;5;0;0;0;0;0;0;0;0;0
03PX;0;Basisschool De Pollenhof;MAASDRIEL;Gelderland;PO3005;41090;190;81;109;177;6;7;16;188;80;108;175;6;7;15;2;1;1;2;0;0;1
03PY;0;Basisschool De Oase;S GRAVENHAGE;Zuid-Holland;PO2815;20281;509;263;246;495;12;2;48;508;262;246;494;12;2;48;1;1;0;1;0;0;0
03QA;0;De Plakkenberg;OUDE IJSSELSTREEK;Gelderland;PO2503;41563;328;153;175;306;16;6;12;328;153;175;306;16;6;12;0;0;0;0;0;0;0
03QB;0;Basisschool St Bernardus;HULST;Zeeland;PO2903;40803;69;38;31;66;3;0;5;69;38;31;66;3;0;5;0;0;0;0;0;0;0
03QC;0;RK BS St Anthonius;THOLEN;Zeeland;PO2902;40517;74;42;32;72;1;1;2;74;42;32;72;1;1;2;0;0;0;0;0;0;0
03QD;0;Petrus en Paulus School;MAASTRICHT;Limburg;PO3105;41373;208;103;105;208;0;0;1;208;103;105;208;0;0;1;0;0;0;0;0;0;0
03QE;0;Basisschool De Klimboom;HORST AAN DE MAAS;Limburg;PO3101;47920;87;35;52;80;4;3;3;87;35;52;80;4;3;3;0;0;0;0;0;0;0
03QF;0;Basisschool Sint Anna;VENRAY;Limburg;PO3101;47920;78;34;44;78;0;0;0;78;34;44;78;0;0;0;0;0;0;0;0;0;0
03QI;0;Mariaschool;HORST AAN DE MAAS;Limburg;PO3101;47920;127;68;59;126;1;0;3;127;68;59;126;1;0;3;0;0;0;0;0;0;0
03QJ;0;Basisschool Megelsheim;HORST AAN DE MAAS;Limburg;PO3101;47920;205;109;96;186;5;14;33;205;109;96;186;5;14;33;0;0;0;0;0;0;0
03QK;0;Basisschool St Liduina;LEUDAL;Limburg;PO3102;23961;97;42;55;89;8;0;3;97;42;55;89;8;0;3;0;0;0;0;0;0;0
03QL;0;Basisschool De Vryheit;BEVERWIJK;Noord-Holland;PO2711;26158;117;56;61;108;9;0;4;117;56;61;108;9;0;4;0;0;0;0;0;0;0
03QM;0;RK Basissch St Jan;SLUIS;Zeeland;PO2903;37299;45;22;23;41;3;1;1;45;22;23;41;3;1;1;0;0;0;0;0;0;0
03QN;0;Basisschool Edith Stein;VEGHEL;Noord-Brabant;PO3006;73712;133;63;70;132;1;0;2;133;63;70;132;1;0;2;0;0;0;0;0;0;0
03QO;0;'t Schrijverke;OSS;Noord-Brabant;PO3006;48348;179;78;101;157;20;2;4;179;78;101;157;20;2;4;0;0;0;0;0;0;0
03QP;0;SWS De Fladderiep;NOORDOOSTPOLDER;Flevoland;PO2402;40662;100;47;53;96;4;0;2;100;47;53;96;4;0;2;0;0;0;0;0;0;0
03QQ;0;De Tragellijn;RIJNWAARDEN;Gelderland;PO2504;77235;186;86;100;157;21;8;19;186;86;100;157;21;8;19;0;0;0;0;0;0;0
03QR;0;IKC Het Sterrenbos;LINGEWAARD;Gelderland;PO2506;28147;415;212;203;409;1;5;5;415;212;203;409;1;5;5;0;0;0;0;0;0;0
03QS;0;Basisschool A Schweitzer;MONTFERLAND;Gelderland;PO2504;42330;241;127;114;195;30;16;18;241;127;114;195;30;16;18;0;0;0;0;0;0;0
03QT;0;Basisschool De Schittering;DRIMMELEN;Noord-Brabant;PO3002;41782;142;68;74;134;3;5;9;140;68;72;132;3;5;9;2;0;2;2;0;0;0
03QW;0;RK BS Op Dreef;WOENSDRECHT;Noord-Brabant;PO3001;40517;144;61;83;121;10;13;20;144;61;83;121;10;13;20;0;0;0;0;0;0;0
03QY;0;Angelaschool v Basisond;BOXTEL;Noord-Brabant;PO3005;42564;471;212;259;437;22;12;37;470;211;259;436;22;12;37;1;1;0;1;0;0;0
03QZ;0;Basisschool De Sleye;MAASGOUW;Limburg;PO3102;42577;241;119;122;235;4;2;9;241;119;122;235;4;2;9;0;0;0;0;0;0;0
03RA;0;RK Basissch De Horizon;NOORDOOSTPOLDER;Flevoland;PO2402;40662;139;61;78;138;0;1;9;139;61;78;138;0;1;9;0;0;0;0;0;0;0
03RC;0;Basisschool St Stephanus;BORNE;Overijssel;PO2302;68836;109;54;55;109;0;0;0;109;54;55;109;0;0;0;0;0;0;0;0;0;0
03RD;0;Op De Hoeksteen;ZWARTEWATERLAND;Overijssel;PO2305;41168;122;58;64;119;2;1;2;122;58;64;119;2;1;2;0;0;0;0;0;0;0
03RE;0;Basisschool De Mirt;KAMPEN;Overijssel;PO2305;41632;144;73;71;142;2;0;6;144;73;71;142;2;0;6;0;0;0;0;0;0;0
03RG;0;RK Basisschool Bergop;VOERENDAAL;Limburg;PO3106;41506;118;60;58;118;0;0;6;118;60;58;118;0;0;6;0;0;0;0;0;0;0
03RK;0;Jan De Bakker School;WOERDEN;Utrecht;PO0001;43188;197;88;109;182;15;0;0;197;88;109;182;15;0;0;0;0;0;0;0;0;0
03RL;0;De Biezenkamp;BERG EN DAL;Gelderland;PO2507;40814;358;158;200;352;4;2;6;358;158;200;352;4;2;6;0;0;0;0;0;0;0
03RN;0;Sint Josef;BOXMEER;Noord-Brabant;PO2507;43305;363;163;200;260;52;51;97;362;162;200;260;52;50;96;1;1;0;0;0;1;1
03RO;0;Het Loo;BRONCKHORST;Gelderland;PO2503;41011;129;74;55;116;9;4;3;129;74;55;116;9;4;3;0;0;0;0;0;0;0
03RO;1;Het Loo;DOETINCHEM;Gelderland;PO2503;41011;76;34;42;76;0;0;0;76;34;42;76;0;0;0;0;0;0;0;0;0;0
03RP;0;Basisschool Antonius;LEUDAL;Limburg;PO3102;23961;72;40;32;62;6;4;5;72;40;32;62;6;4;5;0;0;0;0;0;0;0
03RQ;0;Rehoboth-School;BARENDRECHT;Zuid-Holland;PO0001;43383;334;174;160;326;8;0;0;334;174;160;326;8;0;0;0;0;0;0;0;0;0
03RS;0;Basisschool de Violier;ECHT-SUSTEREN;Limburg;PO3102;41797;189;100;89;186;0;3;0;189;100;89;186;0;3;0;0;0;0;0;0;0;0
03RT;0;Deken Wehmeijer;MAASDRIEL;Gelderland;PO3005;41090;89;40;49;85;2;2;5;88;39;49;84;2;2;5;1;1;0;1;0;0;0
03RV;0;Basisschool Eigenwijs;VENRAY;Limburg;PO3101;44397;118;46;72;114;4;0;0;118;46;72;114;4;0;0;0;0;0;0;0;0;0
03RW;0;De Tandem;HEUMEN;Gelderland;PO2507;40814;72;32;40;72;0;0;0;72;32;40;72;0;0;0;0;0;0;0;0;0;0
03RX;0;Willibrord-School;STADSKANAAL;Groningen;PO2001;45000;215;100;115;198;11;6;21;215;100;115;198;11;6;21;0;0;0;0;0;0;0
03RY;0;Sint Gerardus;EMMEN;Drenthe;PO2202;45000;209;98;111;198;11;0;6;209;98;111;198;11;0;6;0;0;0;0;0;0;0
03RZ;0;Chr Nat Basissch De Bron;EMMEN;Drenthe;PO2202;41551;272;143;129;249;14;9;8;272;143;129;249;14;9;8;0;0;0;0;0;0;0
03SB;0;Basisschool De Hoge Waai;GEERTRUIDENBERG;Noord-Brabant;PO3003;43825;165;72;93;148;11;6;5;164;72;92;147;11;6;5;1;0;1;1;0;0;0
03SC;0;Willibrord;DINKELLAND;Overijssel;PO2302;75219;112;49;63;108;1;3;2;112;49;63;108;1;3;2;0;0;0;0;0;0;0
03SE;0;RK BS Het Mozaiëk;TERNEUZEN;Zeeland;PO2903;40803;153;84;69;130;16;7;21;153;84;69;130;16;7;21;0;0;0;0;0;0;0
03SF;0;Ranninkschool;HOF VAN TWENTE;Overijssel;PO2302;27910;68;34;34;65;0;3;5;68;34;34;65;0;3;5;0;0;0;0;0;0;0
03SG;0;Basisschool 't Vogelnest;HULST;Zeeland;PO2903;40803;31;14;17;26;4;1;0;31;14;17;26;4;1;0;0;0;0;0;0;0;0
03SH;0;De Wereldwijzer;CRANENDONCK;Noord-Brabant;PO3009;31384;91;36;55;75;6;10;1;91;36;55;75;6;10;1;0;0;0;0;0;0;0
03SJ;0;RK Jozef-School;WIJDEMEREN;Noord-Holland;PO2709;78912;218;117;101;218;0;0;0;218;117;101;218;0;0;0;0;0;0;0;0;0;0
03SK;0;Basisschool De Branding;GELDROP-MIERLO;Noord-Brabant;PO3008;40557;170;73;97;133;18;19;46;170;73;97;133;18;19;46;0;0;0;0;0;0;0
03SL;0;RK Basissch Bonifatius;VLAGTWEDDE;Groningen;PO2001;45000;92;50;42;83;6;3;3;92;50;42;83;6;3;3;0;0;0;0;0;0;0
03SM;0;RK Basissch St Radbodus;MENAMERADIEL;Friesland;PO2101;41000;126;56;70;119;7;0;0;126;56;70;119;7;0;0;0;0;0;0;0;0;0
03SN;0;Daltonschool Nicolaas;UTRECHTSE HEUVELRUG;Utrecht;PO2603;69447;195;92;103;195;0;0;0;195;92;103;195;0;0;0;0;0;0;0;0;0;0
03SO;0;RK Basisschool Het Spick;BEESEL;Limburg;PO3101;75597;155;64;91;153;2;0;3;155;64;91;153;2;0;3;0;0;0;0;0;0;0
03SR;0;Sint Alfonsusschool;ROERMOND;Limburg;PO3102;41692;199;93;106;170;17;12;42;199;93;106;170;17;12;42;0;0;0;0;0;0;0
03ST;0;Basisschool De Wegwijzer;MOLENWAARD;Zuid-Holland;PO2816;45099;282;136;146;260;21;1;1;281;136;145;259;21;1;1;1;0;1;1;0;0;0
03SV;0;Basisschool Sint Jozef;ONDERBANKEN;Limburg;PO3106;41516;105;50;55;100;4;1;5;105;50;55;100;4;1;5;0;0;0;0;0;0;0
03SW;0;RK Basisschool Op Weg;BERNHEZE;Noord-Brabant;PO3006;41020;170;87;83;168;1;1;6;170;87;83;168;1;1;6;0;0;0;0;0;0;0
03SY;0;KBs Pius;DE RONDE VENEN;Utrecht;PO2604;70002;218;111;107;216;2;0;2;217;110;107;215;2;0;2;1;1;0;1;0;0;0
03TA;0;Sint Bernardus-School;BRONCKHORST;Gelderland;PO2503;50844;152;63;89;150;2;0;0;152;63;89;150;2;0;0;0;0;0;0;0;0;0
03TB;0;Basissch De Langenoord;AMERSFOORT;Utrecht;PO2602;71488;273;126;147;270;1;2;8;273;126;147;270;1;2;8;0;0;0;0;0;0;0
03TC;0;Basisschool Pius X;OSS;Noord-Brabant;PO3006;75388;238;116;122;211;13;14;30;238;116;122;211;13;14;30;0;0;0;0;0;0;0
03TD;0;Basissch Eben Haezer;NOORDOOSTPOLDER;Flevoland;PO0001;46152;258;121;137;243;15;0;0;258;121;137;243;15;0;0;0;0;0;0;0;0;0
03TF;0;ISE, Primary div.;EINDHOVEN;Noord-Brabant;PO3007;41840;652;359;293;651;1;0;417;652;359;293;651;1;0;417;0;0;0;0;0;0;0
03TG;0;Roncalli Basisschool;MONTFERLAND;Gelderland;PO2503;50844;170;83;87;165;5;0;3;170;83;87;165;5;0;3;0;0;0;0;0;0;0
03TH;0;t Klosterhufke;DRUTEN;Gelderland;PO2507;41340;133;71;62;122;9;2;7;133;71;62;122;9;2;7;0;0;0;0;0;0;0
03TJ;0;Regenboogschool;MIDDELBURG;Zeeland;PO2901;41646;161;91;70;160;1;0;8;161;91;70;160;1;0;8;0;0;0;0;0;0;0
03TL;0;Basisschool Toermalijn;ZAANSTAD;Noord-Holland;PO2705;41251;290;142;148;263;16;11;42;290;142;148;263;16;11;42;0;0;0;0;0;0;0
03TM;0;Sint Jozef;BERGEN NH;Noord-Holland;PO2703;73919;202;88;114;202;0;0;0;202;88;114;202;0;0;0;0;0;0;0;0;0;0
03TN;0;Basisschool Elckerlyc;LEIDERDORP;Zuid-Holland;PO2801;41324;287;174;113;285;2;0;0;287;174;113;285;2;0;0;0;0;0;0;0;0;0
03TO;0;Basisschool De Paradijsvogel;BLOEMENDAAL;Noord-Holland;PO2704;40775;115;59;56;94;14;7;15;115;59;56;94;14;7;15;0;0;0;0;0;0;0
03TP;0;Bs Ridderhof;STICHTSE VECHT;Utrecht;PO2604;70002;163;87;76;159;1;3;4;163;87;76;159;1;3;4;0;0;0;0;0;0;0
03TQ;0;Basisschool Essesteijn;LEIDSCHENDAM-VOORBURG;Zuid-Holland;PO2815;41447;502;251;251;497;1;4;8;501;250;251;496;1;4;8;1;1;0;1;0;0;0
03TR;0;Sint Augustinus;DOETINCHEM;Gelderland;PO2503;50844;166;84;82;157;6;3;2;166;84;82;157;6;3;2;0;0;0;0;0;0;0
03TS;0;Gideonschool Basisschool;STEDE BROEC;Noord-Holland;PO2702;79874;160;72;88;133;13;14;18;160;72;88;133;13;14;18;0;0;0;0;0;0;0
03TT;0;A Bekemasch v RK Basison;OUDER-AMSTEL;Noord-Holland;PO2708;41023;264;151;113;259;4;1;54;264;151;113;259;4;1;54;0;0;0;0;0;0;0
03TW;0;Basisschool Don Bosco;BORSELE;Zeeland;PO2902;73932;167;81;86;137;19;11;7;167;81;86;137;19;11;7;0;0;0;0;0;0;0
03TX;0;Basisschool St Nicolaas;RAALTE;Overijssel;PO2305;40888;54;28;26;53;0;1;1;54;28;26;53;0;1;1;0;0;0;0;0;0;0
03TY;0;Kath Basissch Spaubeek;BEEK;Limburg;PO3104;83280;158;83;75;156;1;1;1;158;83;75;156;1;1;1;0;0;0;0;0;0;0
03TZ;0;De Doornick;LINGEWAARD;Gelderland;PO2506;71956;152;80;72;137;9;6;11;152;80;72;137;9;6;11;0;0;0;0;0;0;0
03UA;0;RK Basisschool Marienhof;WEST MAAS EN WAAL;Gelderland;PO2507;41340;113;64;49;100;10;3;0;113;64;49;100;10;3;0;0;0;0;0;0;0;0
03UB;0;KBs Willibrordus;STICHTSE VECHT;Utrecht;PO2604;70002;341;163;178;325;14;2;6;341;163;178;325;14;2;6;0;0;0;0;0;0;0
03UC;0;De Branding;BERGEN NH;Noord-Holland;PO2703;40712;145;80;65;135;4;6;7;145;80;65;135;4;6;7;0;0;0;0;0;0;0
03UE;0;Basisschool De Boogerd;HOUTEN;Utrecht;PO2605;43318;37;18;19;37;0;0;0;37;18;19;37;0;0;0;0;0;0;0;0;0;0
03UG;0;Basisschool St Nicolaas;NIEUWKOOP;Zuid-Holland;PO2813;40974;217;108;109;202;15;0;9;217;108;109;202;15;0;9;0;0;0;0;0;0;0
03UJ;0;De Langewieke;HARDENBERG;Overijssel;PO2304;68836;216;108;108;212;3;1;3;216;108;108;212;3;1;3;0;0;0;0;0;0;0
03UL;0;Basissch De Korenaar;HELMOND;Noord-Brabant;PO3008;30240;299;150;149;293;5;1;24;299;150;149;293;5;1;24;0;0;0;0;0;0;0
03UM;0;RK Bs Berkenveld;ROOSENDAAL;Noord-Brabant;PO3002;74154;89;49;40;79;9;1;1;89;49;40;79;9;1;1;0;0;0;0;0;0;0
03UN;0;Antonius;OOST GELRE;Gelderland;PO2502;46724;84;43;41;77;7;0;0;84;43;41;77;7;0;0;0;0;0;0;0;0;0
03UQ;0;RK Basissch De Wegwijzer;DEURNE;Noord-Brabant;PO3008;41223;119;65;54;117;1;1;1;119;65;54;117;1;1;1;0;0;0;0;0;0;0
03UR;0;RK Basisschool Zeilberg;DEURNE;Noord-Brabant;PO3008;41223;225;111;114;211;14;0;4;225;111;114;211;14;0;4;0;0;0;0;0;0;0
